iter	MAE
912	0.03929459852
913	0.03928922578
914	0.0392462049
915	0.03917160008
916	0.03915671537
917	0.03911846351
918	0.03910676878
919	0.03905283114
920	0.03904971856
921	0.03898994047
922	0.03893520639
923	0.03892956468
924	0.03886904835
925	0.03885252379
926	0.03874520889
927	0.03873959
928	0.03873279359
929	0.03868526055
930	0.03866419372
931	0.03865961764
932	0.03859798024
933	0.03858494057
934	0.03856452147
935	0.03856005378
936	0.03853777241
937	0.03846492345
938	0.0384480988
939	0.03843026836
940	0.03841435698
941	0.03837855771
942	0.03834393385
943	0.0383045394
944	0.0382803597
945	0.03826547275
946	0.03825623771
947	0.0382132359
948	0.03820356887
949	0.03820078561
950	0.03818256803
951	0.03815656445
952	0.03810922739
953	0.03802009971
954	0.03799271887
955	0.03798800173
956	0.03797812029
957	0.03797286893
958	0.03794319039
959	0.03791669877
960	0.03784916621
961	0.037828565
962	0.03779517176
963	0.03775399422
964	0.03774414078
965	0.037706928
966	0.03769661607
967	0.03767791182
968	0.03765068163
969	0.03759551089
970	0.0374984434
971	0.0374807308
972	0.03746687731
973	0.03745942599
974	0.03745459413
975	0.03743731477
976	0.03742017933
977	0.03738593897
978	0.03734415795
979	0.03731734541
980	0.03725970181
981	0.03725194331
982	0.03723480608
983	0.03716685759
984	0.03715586234
985	0.03712965249
986	0.03707464123
987	0.03703112296
988	0.03697442862
989	0.03691842925
990	0.03688380506
991	0.03680712664
992	0.03671416103
993	0.03668274435
994	0.0365995492
995	0.03658223544
996	0.03653414857
997	0.03651203519
998	0.03649176075
999	0.03647807283
