iter	RMSE
698	28.90709941
699	28.87782303
700	28.84447039
701	28.80718156
702	28.77402885
703	28.73015957
704	28.69093638
705	28.66243164
706	28.6487453
707	28.60056588
708	28.57616654
709	28.53309261
710	28.4905792
711	28.46226085
712	28.42111426
713	28.3976213
714	28.34909637
715	28.32575666
716	28.28390072
717	28.24512537
718	28.21995545
719	28.1673817
720	28.11748035
721	28.08295472
722	28.05458509
723	28.01328587
724	27.99347997
725	27.98061555
726	27.95293443
727	27.90000363
728	27.8538728
729	27.8429657
730	27.80371354
731	27.78007423
732	27.75717492
733	27.73398665
734	27.68967506
735	27.66422086
736	27.64853257
737	27.63618671
738	27.61141059
739	27.60104079
740	27.58120306
741	27.55406396
742	27.5267145
743	27.49378888
744	27.46047256
745	27.45215766
746	27.4265588
747	27.38801507
748	27.37558167
749	27.34956576
750	27.31190948
751	27.28054545
752	27.27064585
753	27.25762902
754	27.23120053
755	27.20162032
756	27.17700259
757	27.15546284
758	27.1188397
759	27.07535981
760	27.05498362
761	27.00738802
762	26.99536807
763	26.98969039
764	26.94916205
765	26.92016764
766	26.8885604
767	26.87252366
768	26.83800083
769	26.82960672
770	26.78458898
771	26.76059531
772	26.72966918
773	26.71600809
774	26.6896348
775	26.66532034
776	26.62578872
777	26.60371818
778	26.54176707
779	26.52804841
780	26.48227286
781	26.46219825
782	26.45438444
783	26.41761358
784	26.36862391
785	26.34064731
786	26.32124513
787	26.2774173
788	26.27023095
789	26.26174215
790	26.24369078
791	26.2197134
792	26.18223053
793	26.14511732
794	26.10188451
795	26.08423151
796	26.05265352
797	26.04338783
798	26.00106202
799	25.97452022
800	25.94216616
801	25.90289803
802	25.89436456
803	25.87662632
804	25.86483571
805	25.82368194
806	25.79617853
807	25.77307764
808	25.73043693
809	25.69647005
810	25.67680343
811	25.63115049
812	25.62051665
813	25.57385884
814	25.55154112
815	25.52428003
816	25.51318262
817	25.4787231
818	25.44565136
819	25.41865946
820	25.39122526
821	25.37382297
822	25.33915852
823	25.33080293
824	25.31943279
825	25.28131566
826	25.25455298
827	25.24247342
828	25.23418391
829	25.22258363
830	25.20532268
831	25.18491028
832	25.17195495
833	25.13123314
834	25.09964707
835	25.07520785
836	25.05588004
837	25.04167956
838	25.01343165
839	24.98019823
840	24.9406643
841	24.91095985
842	24.86543965
843	24.85153321
844	24.82593279
845	24.80893689
846	24.78293645
847	24.77667856
848	24.76674177
849	24.75606208
850	24.72065192
851	24.68696961
852	24.67170636
853	24.64065775
854	24.61818244
855	24.59732676
856	24.58097338
857	24.56239485
858	24.53868856
859	24.51732381
860	24.48736323
861	24.45741178
862	24.44311072
863	24.41153232
864	24.38389448
865	24.34953831
866	24.31382887
867	24.29385854
868	24.27025664
869	24.24842159
870	24.22186836
871	24.19630703
872	24.15666388
873	24.13548347
874	24.11691451
875	24.10240758
876	24.05968917
877	24.05228678
878	24.03282291
879	24.0015685
880	23.97308705
881	23.95316441
882	23.94398511
883	23.90336085
884	23.87962539
885	23.84674215
886	23.8268872
887	23.79813175
888	23.77739596
889	23.77046997
890	23.74772783
891	23.73240883
892	23.71038125
893	23.66163394
894	23.62691749
895	23.61707407
896	23.59992397
897	23.57404752
898	23.53831449
899	23.50716023
900	23.49269558
901	23.47999615
902	23.43263474
903	23.41048016
904	23.39734928
905	23.39235257
906	23.3646928
907	23.33356481
908	23.31912605
909	23.291648
910	23.25528557
911	23.20627709
912	23.19150433
913	23.17153835
914	23.1470423
915	23.12059309
916	23.09111006
917	23.06037881
918	23.04169309
919	23.01300955
920	22.98911998
921	22.953993
922	22.94059784
923	22.93548004
924	22.89786043
925	22.8781881
926	22.85846856
927	22.85368336
928	22.84231761
929	22.83471277
930	22.80452708
931	22.78106642
932	22.76361612
933	22.74027158
934	22.71716582
935	22.70230651
936	22.69171796
937	22.66239516
938	22.64950681
939	22.63372096
940	22.60387301
941	22.57684903
942	22.56706201
943	22.54390271
944	22.51544892
945	22.50267174
946	22.4904258
947	22.4663099
948	22.45211496
949	22.43953432
950	22.42878894
951	22.39719017
952	22.37192976
953	22.3440592
954	22.31660437
955	22.31229533
956	22.27922961
957	22.26556547
958	22.24816389
959	22.23051502
960	22.21713577
961	22.18553044
962	22.15673826
963	22.14452653
964	22.11069938
965	22.09361538
966	22.06357246
967	22.05534947
968	22.03771027
969	21.99235936
970	21.97097917
971	21.93072909
972	21.91127144
973	21.9017166
974	21.8887882
975	21.8568439
976	21.83488918
977	21.79665594
978	21.75915662
979	21.73823864
980	21.70746562
981	21.69311692
982	21.66144858
983	21.64578058
984	21.60874671
985	21.60115893
986	21.57980365
987	21.5641989
988	21.54443384
989	21.52733742
990	21.50057549
991	21.4964404
992	21.46341138
993	21.44165268
994	21.43764689
995	21.4214675
996	21.40891927
997	21.40488484
998	21.38978163
999	21.37799767
